TOSEC path;WoS FTP path;Original TOSEC game name;ZXDB-based TOSEC game name;ZXDB ID;ZXDB release ID;WoS URL
tosec\Games\[TZX]\Pogo (1983)(Ocean).zip;/pub/sinclair/games/p/Pogo.tzx.zip;Pogo (1983)(Ocean);Pogo (1983)(Ocean Software);0003794;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003794
tosec\Games\[TAP]\Pogotron (1989)(Game Busters).zip;/pub/sinclair/games/p/Pogotron.tap.zip;Pogotron (1989)(Game Busters);Pogotron (1989)(Gamebusters);0003797;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003797
tosec\Games\[TZX]\Pogotron (1989)(Game Busters).zip;/pub/sinclair/games/p/Pogotron.tzx.zip;Pogotron (1989)(Game Busters);Pogotron (1989)(Gamebusters);0003797;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003797
tosec\Games\[TAP]\Poker Club, The (1985)(George Calvere).zip;/pub/sinclair/games/p/PokerClubThe.tap.zip;Poker Club, The (1985)(George Calvere);Poker Club, The (1985)(George);0003800;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003800
tosec\Games\[TAP]\Pokland (1984)(Proxima Software)(cs).zip;/pub/sinclair/games/p/Poklad.tap.zip;Pokland (1984)(Proxima Software);Poklad (1984)(Fuxoft);0003803;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003803
tosec\Games\[TAP]\Pokland 2 (1985)(Proxima Software)(cs).zip;/pub/sinclair/games/p/Poklad2.tap.zip;Pokland 2 (1985)(Proxima Software);Poklad 2 (1985)(Fuxoft);0003804;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003804
tosec\Games\[TZX]\Pole Position (1985)(Erbe Software)[a][re-release].zip;/pub/sinclair/games/p/PolePosition(IBSA).tzx.zip;Pole Position (1985)(Erbe Software);Pole Position (1988)(IBSA);0003807;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003807
tosec\Games\[TZX]\Pole Position (1984)(U.S. Gold).zip;/pub/sinclair/games/p/PolePosition(USGoldLtd).tzx.zip;Pole Position (1984)(U.S. Gold);Pole Position (1984)(US Gold);0003807;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0003807
tosec\Games\[TZX]\Poli Diaz (1990)(Opera Soft)(es)[a][passworded].zip;/pub/sinclair/games/p/PoliDiaz(IBSA).tzx.zip;Poli Diaz (1990)(Opera Soft);Poli Diaz (1990)(IBSA);0003811;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003811
tosec\Games\[TAP]\Pongo (1983)(-).zip;/pub/sinclair/games/p/Pongo.tap.zip;Pongo (1983)(-);Pongo (1984)(Your Computer);0003812;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003812
tosec\Games\[TAP]\Pontoon (1983)(Keith Berry).zip;/pub/sinclair/games/p/Pontoon_3.tap.zip;Pontoon (1983)(Keith Berry);Pontoon (1983)(Contrast Software);0003816;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003816
tosec\Games\[TZX]\Pool (1983)(2.99)[16K][re-release].zip;/pub/sinclair/games/p/Pool(2.99Classics).tzx.zip;Pool (1983)(2.99);Pool (1986)(2.99 Classics);0003824;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003824
tosec\Games\[TZX]\Popeye (1986)(System 4)[re-release].zip;/pub/sinclair/games/p/Popeye(System4).tzx.zip;Popeye (1986)(System 4);Popeye (1988)(System 4);0003830;5;http://www.worldofspectrum.org/infoseekid.cgi?id=0003830
tosec\Games\[TZX]\Popeye (1986)(Zafiro Software Division)[re-release].zip;/pub/sinclair/games/p/Popeye(ZCobra).tzx.zip;Popeye (1986)(Zafiro Software Division);Popeye (1987)(Z Cobra);0003830;7;http://www.worldofspectrum.org/infoseekid.cgi?id=0003830
tosec\Games\[TAP]\Popeye 3 - Wrestle Crazy (1992)(Alternative Software)[128K].zip;/pub/sinclair/games/w/WrestleCrazy.tap.zip;Popeye 3 - Wrestle Crazy (1992)(Alternative Software);Wrestle Crazy (1992)(Alternative Software);0003835;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003835
tosec\Games\[TZX]\Popeye 3 - Wrestle Crazy (1992)(Alternative Software)(Side A)[128K].zip;/pub/sinclair/games/w/WrestleCrazy.tzx.zip;Popeye 3 - Wrestle Crazy (1992)(Alternative Software);Wrestle Crazy (1992)(Alternative Software);0003835;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003835
tosec\Games\[TZX]\Popeye 3 - Wrestle Crazy (1992)(Alternative Software)(Side B)[128K].zip;/pub/sinclair/games/w/WrestleCrazy.tzx.zip;Popeye 3 - Wrestle Crazy (1992)(Alternative Software);Wrestle Crazy (1992)(Alternative Software);0003835;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003835
tosec\Covertapes\[TAP]\Post Mania (1985)(ZX Computing).zip;/pub/sinclair/games/p/PostMania.tap.zip;Post Mania (1985)(ZX Computing);Post Mania (1985)(C&VG);0003842;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003842
tosec\Games\[Z80]\Post Mortem (1987)(Iber Soft)(es).zip;/pub/sinclair/games/p/PostMortem.z80.zip;Post Mortem (1987)(Iber Soft);Post Mortem (1988)(Iber Software);0003843;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003843
tosec\Games\[TZX]\Post Mortem (1987)(Iber Soft)(es).zip;/pub/sinclair/games/p/PostMortem.tzx.zip;Post Mortem (1987)(Iber Soft);Post Mortem (1988)(Iber Software);0003843;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003843
tosec\Games\[TZX]\Postman Pat (1988)(Alternative Software).zip;/pub/sinclair/games/p/PostmanPat.tzx.zip;Postman Pat (1988)(Alternative Software);Postman Pat (1989)(Alternative Software);0003845;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003845
tosec\Games\[Z80]\Power and Magic (1990)(Zigurat Software)(es)[128K].zip;/pub/sinclair/games/p/PowerMagic.z80.zip;Power and Magic (1990)(Zigurat Software);Power Magic (1990)(Zigurat Software);0003853;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003853
tosec\Games\[TZX]\Power Pyramids (1986)(Bug-Byte Premier)[re-release].zip;/pub/sinclair/games/p/PowerPyramids(Bug-BytePremier).tzx.zip;Power Pyramids (1986)(Bug-Byte Premier);Power Pyramids (1988)(Bug-Byte Premier);0003855;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003855
tosec\Games\[Z80]\Powerplay - Game of the Gods (1988)(Players Software)[128K].zip;/pub/sinclair/games/p/Powerplay.z80.zip;Powerplay - Game of the Gods (1988)(Players Software);Powerplay (1988)(Players Software);0003857;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003857
tosec\Games\[TAP]\Powerplay - El juego de los dioses (1989)(MCM Software)(es)[aka Powerplay - Game of the Gods].zip;/pub/sinclair/games/p/Powerplay(MCMSoftwareS.A.).tap.zip;Powerplay - El juego de los dioses (1989)(MCM Software);Powerplay (1989)(MCM Software);0003857;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003857
tosec\Games\[TZX]\Powerplay - El juego de los dioses (1989)(MCM Software)(es)(Side A)[aka Powerplay - Game of the Gods].zip;/pub/sinclair/games/p/Powerplay(MCMSoftwareS.A.).tzx.zip;Powerplay - El juego de los dioses (1989)(MCM Software);Powerplay (1989)(MCM Software);0003857;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003857
tosec\Games\[TZX]\Powerplay - El juego de los dioses (1989)(MCM Software)(es)(Side B)[aka Powerplay - Game of the Gods].zip;/pub/sinclair/games/p/Powerplay(MCMSoftwareS.A.).tzx.zip;Powerplay - El juego de los dioses (1989)(MCM Software);Powerplay (1989)(MCM Software);0003857;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003857
tosec\Applications\[TAP]\Pozycj (1989)(ERL Computer Software)(ru).zip;/pub/sinclair/games/p/PozycjeMilosne.tap.zip;Pozycj (1989)(ERL Computer Software);Pozycje Milosne (1987)(ERL Computer Software);0003861;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003861
tosec\Applications\[TZX]\Pozycj Mikosne (1987)(ERL Computer Software)(pl).zip;/pub/sinclair/games/p/PozycjeMilosne.tzx.zip;Pozycj Mikosne (1987)(ERL Computer Software);Pozycje Milosne (1987)(ERL Computer Software);0003861;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003861
tosec\Games\[TZX]\Premier II - Superleague (1986)(E&J Software).zip;/pub/sinclair/games/p/PremierIIV1.tzx.zip;Premier II - Superleague (1986)(E&J Software);Premier II (1986)(E&J Software);0003867;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003867
tosec\Games\[TAP]\Premier II - Superleague (1991)(Challenge Software)[re-release].zip;/pub/sinclair/games/p/PremierII(ChallengeSoftware).tap.zip;Premier II - Superleague (1991)(Challenge Software);Premier II (1991)(Challenge Software);0003867;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003867
tosec\Games\[Z80]\President's Guard (1994)(Cannonball)[128K].zip;/pub/sinclair/games/p/PresidentsGuard.z80.zip;President's Guard (1994)(Cannonball);President's Guard (1994)(Inforcom);0003873;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003873
tosec\Games\[TAP]\Prince of Persia (1995)(MC Software)(ru)[h Phantasy][128K].zip;/pub/sinclair/games/p/PrinceOfPersia.tap.zip;Prince of Persia (1995)(MC Software);Prince of Persia (1996)(Magic Soft);0003874;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003874
tosec\Games\[TRD]\Prince of Persia (1995)(MC Software)(ru)[h Phantom Group].zip;/pub/sinclair/trdos/games/PrinceOfPersia.trd.zip;Prince of Persia (1995)(MC Software);Prince of Persia (1996)(Magic Soft);0003874;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003874
tosec\Games\[TAP]\Prison Camp (1985)(Tir - Capsoft)(nl).zip;/pub/sinclair/games/p/PrisonCamp_2.tap.zip;Prison Camp (1985)(Tir - Capsoft);Prison Camp (1985)(Tir);0003882;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003882
tosec\Games\[TZX]\Prison Riot (1990)(Players Premier Software)[128K].zip;/pub/sinclair/games/p/PrisonRiot.tzx.zip;Prison Riot (1990)(Players Premier Software);Prison Riot (1990)(Players Premier);0003883;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003883
tosec\Games\[TZX]\Prison Riot (1990)(Players Premier Software).zip;/pub/sinclair/games/p/PrisonRiot.tzx.zip;Prison Riot (1990)(Players Premier Software);Prison Riot (1990)(Players Premier);0003883;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003883
tosec\Games\[TAP]\Premio, El (1984)(Zafiro Software Division)(es)[aka Prize, The].zip;/pub/sinclair/games/p/PrizeThe(PremioEl)(ZafiChip).tap.zip;Premio, El (1984)(Zafiro Software Division);Prize, The (1984)(Zafi Chip);0003885;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003885
tosec\Games\[TAP]\Pro Mountain Bike Simulator - Editor (1989)(Alternative Software).zip;/pub/sinclair/games/p/ProMountainBikeSimulator.tap.zip;Pro Mountain Bike Simulator - Editor (1989)(Alternative Software);Pro Mountain Bike Simulator (1989)(Alternative Software);0003888;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003888
tosec\Games\[TZX]\Pro Mountain Bike Simulator - Editor (1989)(Alternative Software)[a].zip;/pub/sinclair/games/p/ProMountainBikeSimulator.tzx.zip;Pro Mountain Bike Simulator - Editor (1989)(Alternative Software);Pro Mountain Bike Simulator (1989)(Alternative Software);0003888;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003888
tosec\Games\[TZX]\Pro Tennis Tour (1990)(Ubi Soft)[48-128K].zip;/pub/sinclair/games/p/ProTennisTour(TheHitSquad).tzx.zip;Pro Tennis Tour (1990)(Ubi Soft);Pro Tennis Tour (1990)(The Hit Squad);0003891;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0003891
tosec\Games\[TAP]\Professional Footballer (1988)(Cult Games).zip;/pub/sinclair/games/p/ProfessionalFootballer.tap.zip;Professional Footballer (1988)(Cult Games);Professional Footballer (1991)(Cult Games);0003895;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003895
tosec\Games\[DSK]\Prohibition (1987)(Zafiro Software Division)[re-release].zip;/pub/sinclair/games/p/Prohibition(ZafiChip).dsk.zip;Prohibition (1987)(Zafiro Software Division);Prohibition (1987)(Zafi Chip);0003898;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0003898
tosec\Games\[TAP]\Prohibition (1987)(Infogrames).zip;/pub/sinclair/games/p/Prohibition(ZafiChip).tap.zip;Prohibition (1987)(Infogrames);Prohibition (1987)(Zafi Chip);0003898;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0003898
tosec\Games\[DSK]\Project Stealth Fighter (1990)(Microprose Software)(Side A).zip;/pub/sinclair/games/p/ProjectStealthFighter.dsk.zip;Project Stealth Fighter (1990)(Microprose Software);Project Stealth Fighter (1990)(MicroProse Software);0003900;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[DSK]\Project Stealth Fighter (1990)(Microprose Software)(Side B).zip;/pub/sinclair/games/p/ProjectStealthFighter.dsk.zip;Project Stealth Fighter (1990)(Microprose Software);Project Stealth Fighter (1990)(MicroProse Software);0003900;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TAP]\Project Stealth Fighter (1990)(Microprose Software)[128K].zip;/pub/sinclair/games/p/ProjectStealthFighter128.tap.zip;Project Stealth Fighter (1990)(Microprose Software);Project Stealth Fighter (1990)(MicroProse Software);0003900;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TAP]\Project Stealth Fighter (1990)(Microprose Software).zip;/pub/sinclair/games/p/ProjectStealthFighter48.tap.zip;Project Stealth Fighter (1990)(Microprose Software);Project Stealth Fighter (1990)(MicroProse Software);0003900;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TZX]\F-19 Stealth Fighter (1990)(Erbe Software)(Tape 1 of 2 Side A)[re-release][aka Project Stealth Fighter].zip;/pub/sinclair/games/p/ProjectStealthFighter(ErbeSoftwareS.A.).tzx.zip;F-19 Stealth Fighter (1990)(Erbe Software);Project Stealth Fighter (1990)(Erbe Software);0003900;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TZX]\F-19 Stealth Fighter (1990)(Erbe Software)(Tape 1 of 2 Side B)[re-release][aka Project Stealth Fighter].zip;/pub/sinclair/games/p/ProjectStealthFighter(ErbeSoftwareS.A.).tzx.zip;F-19 Stealth Fighter (1990)(Erbe Software);Project Stealth Fighter (1990)(Erbe Software);0003900;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TZX]\F-19 Stealth Fighter (1990)(Erbe Software)(Tape 2 of 2 Side A)[re-release][aka Project Stealth Fighter].zip;/pub/sinclair/games/p/ProjectStealthFighter(ErbeSoftwareS.A.).tzx.zip;F-19 Stealth Fighter (1990)(Erbe Software);Project Stealth Fighter (1990)(Erbe Software);0003900;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[TZX]\F-19 Stealth Fighter (1990)(Erbe Software)(Tape 2 of 2 Side B)[re-release][aka Project Stealth Fighter].zip;/pub/sinclair/games/p/ProjectStealthFighter(ErbeSoftwareS.A.).tzx.zip;F-19 Stealth Fighter (1990)(Erbe Software);Project Stealth Fighter (1990)(Erbe Software);0003900;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003900
tosec\Games\[Z80]\Proteus (1983)(Abacus Programs)[16K].zip;/pub/sinclair/games/p/Proteus.z80.zip;Proteus (1983)(Abacus Programs);Proteus (1984)(Abacus Programs);0003904;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003904
tosec\Games\[TAP]\Psi 5 Trading Company (1987)(U.S. Gold).zip;/pub/sinclair/games/p/Psi-5TradingCompany.tap.zip;Psi 5 Trading Company (1987)(U.S. Gold);Psi-5 Trading Company (1987)(US Gold);0003909;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003909
tosec\Games\[TZX]\Psi 5 Trading Company (1987)(U.S. Gold)(Side A).zip;/pub/sinclair/games/p/Psi-5TradingCompany.tzx.zip;Psi 5 Trading Company (1987)(U.S. Gold);Psi-5 Trading Company (1987)(US Gold);0003909;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003909
tosec\Games\[TZX]\Psi 5 Trading Company (1987)(U.S. Gold)(Side B).zip;/pub/sinclair/games/p/Psi-5TradingCompany.tzx.zip;Psi 5 Trading Company (1987)(U.S. Gold);Psi-5 Trading Company (1987)(US Gold);0003909;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003909
tosec\Games\[TAP]\Psi Chess (1986)(The Edge Software).zip;/pub/sinclair/games/p/PsiChess.tap.zip;Psi Chess (1986)(The Edge Software);Psi Chess (1986)(The Edge);0003911;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003911
tosec\Games\[TZX]\Psi Chess (1986)(The Edge Software).zip;/pub/sinclair/games/p/PsiChess.tzx.zip;Psi Chess (1986)(The Edge Software);Psi Chess (1986)(The Edge);0003911;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003911
tosec\Games\[TAP]\Psi Spy (1983)(Postern).zip;/pub/sinclair/games/p/Psi-Spy.tap.zip;Psi Spy (1983)(Postern);Psi-Spy (1983)(Postern);0003914;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003914
tosec\Games\[TZX]\Psi Spy (1983)(Postern).zip;/pub/sinclair/games/p/Psi-Spy.tzx.zip;Psi Spy (1983)(Postern);Psi-Spy (1983)(Postern);0003914;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003914
tosec\Applications\[TAP]\Psycho Eliza (1983)(M. de Vries).zip;/pub/sinclair/games/p/Psycho(Eliza).tap.zip;Psycho Eliza (1983)(M. de Vries);Psycho (Eliza) (1983)(M. de Vries);0003918;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003918
tosec\Games\[TAP]\Psycho Hopper (1989)(Mastertronic Plus).zip;/pub/sinclair/games/p/PsychoHopper.tap.zip;Psycho Hopper (1989)(Mastertronic Plus);Psycho Hopper (1990)(Mastertronic Plus);0003919;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003919
tosec\Games\[TZX]\Psycho Hopper (1989)(Mastertronic Plus)[a].zip;/pub/sinclair/games/p/PsychoHopper.tzx.zip;Psycho Hopper (1989)(Mastertronic Plus);Psycho Hopper (1990)(Mastertronic Plus);0003919;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003919
tosec\Games\[TZX]\Psycho Pig U.X.B. (1988)(U.S. Gold)[48-128K].zip;/pub/sinclair/games/p/PsychoPigsU.X.B..tzx.zip;Psycho Pig U.X.B. (1988)(U.S. Gold);Psycho Pigs U.X.B. (1988)(US Gold);0003920;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003920
tosec\Games\[TAP]\Psycho Soldier (1988)(Imagine Software)[48-128K].zip;/pub/sinclair/games/p/PsychoSoldier.tap.zip;Psycho Soldier (1988)(Imagine Software);Psycho Soldier (1987)(Imagine Software);0003922;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003922
tosec\Games\[TZX]\Psycho Soldier (1988)(Imagine Software)[48-128K].zip;/pub/sinclair/games/p/PsychoSoldier.tzx.zip;Psycho Soldier (1988)(Imagine Software);Psycho Soldier (1987)(Imagine Software);0003922;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003922
tosec\Games\[TZX]\Psycho Soldier (1988)(Erbe Software)[48-128K][re-release].zip;/pub/sinclair/games/p/PsychoSoldier(ErbeSoftwareS.A.).tzx.zip;Psycho Soldier (1988)(Erbe Software);Psycho Soldier (1987)(Erbe Software);0003922;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003922
tosec\Games\[Z80]\Psytraxx (1984)(The Edge Software).zip;/pub/sinclair/games/p/Psytraxx.z80.zip;Psytraxx (1984)(The Edge Software);Psytraxx (1984)(The Edge);0003923;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003923
tosec\Games\[TZX]\Psytron (1984)(Beyond Software)(fr).zip;/pub/sinclair/games/p/Psytron(InfogramesFR).tzx.zip;Psytron (1984)(Beyond Software);Psytron (1984)(Infogrames);0003925;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003925
tosec\Games\[TZX]\Pub Games (1986)(Prism Leisure)(Side A)[re-release].zip;/pub/sinclair/games/p/PubGames(PaxmanPromotions).tzx.zip;Pub Games (1986)(Prism Leisure);Pub Games (1986)(Paxman Promotions);0003927;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003927
tosec\Games\[TZX]\Pub Games (1986)(Prism Leisure)(Side B)[re-release].zip;/pub/sinclair/games/p/PubGames(PaxmanPromotions).tzx.zip;Pub Games (1986)(Prism Leisure);Pub Games (1986)(Paxman Promotions);0003927;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003927
tosec\Games\[TAP]\Pud Pud in Weird World (1985)(Ocean).zip;/pub/sinclair/games/p/PudPud.tap.zip;Pud Pud in Weird World (1985)(Ocean);Pud Pud (1984)(Ocean Software);0003929;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003929
tosec\Games\[TZX]\Pud Pud in Weird World (1984)(Ocean).zip;/pub/sinclair/games/p/PudPud.tzx.zip;Pud Pud in Weird World (1984)(Ocean);Pud Pud (1984)(Ocean Software);0003929;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003929
tosec\Games\[TZX]\Pud Pud in Weird World (1986)(Americana Software)[re-release].zip;/pub/sinclair/games/p/PudPud(AmericanaSoftwareLtd).tzx.zip;Pud Pud in Weird World (1986)(Americana Software);Pud Pud (1986)(Americana Software);0003929;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003929
tosec\Games\[TZX]\Pud Pud in Weird World (1985)(Zafi Chip)[re-release].zip;/pub/sinclair/games/p/PudPud(ZafiChip).tzx.zip;Pud Pud in Weird World (1985)(Zafi Chip);Pud Pud (1985)(Zafi Chip);0003929;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003929
tosec\Games\[TZX]\Pulsator (1987)(Erbe Software)[48-128K][re-release].zip;/pub/sinclair/games/p/Pulsator(IBSA).tzx.zip;Pulsator (1987)(Erbe Software);Pulsator (1987)(IBSA);0003933;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003933
tosec\Games\[TAP]\Pulsoid (1988)(Mastertronic).zip;/pub/sinclair/games/p/Pulsoids.tap.zip;Pulsoid (1988)(Mastertronic);Pulsoids (1988)(Mastertronic);0003936;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003936
tosec\Games\[TZX]\Pulsoid (1988)(Mastertronic).zip;/pub/sinclair/games/p/Pulsoids.tzx.zip;Pulsoid (1988)(Mastertronic);Pulsoids (1988)(Mastertronic);0003936;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003936
tosec\Games\[TAP]\Punchy (1983)(Mr. Micro).zip;/pub/sinclair/games/p/Punchy(SinclairResearchLtd).tap.zip;Punchy (1983)(Mr. Micro);Punchy (1983)(Sinclair Research);0003939;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003939
tosec\Games\[TAP]\Punk Star (1988)(Iber Soft)(es)[a].zip;/pub/sinclair/games/p/PunkStar.tap.zip;Punk Star (1988)(Iber Soft);Punk Star (1988)(Iber Software);0003940;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003940
tosec\Games\[TZX]\Punk Star (1988)(Iber Soft)(ES)[a].zip;/pub/sinclair/games/p/PunkStar.tzx.zip;Punk Star (1988)(Iber Soft);Punk Star (1988)(Iber Software);0003940;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003940
tosec\Games\[TAP]\Puzznic (1990)(Ocean)[48-128K].zip;/pub/sinclair/games/p/Puzznic.tap.zip;Puzznic (1990)(Ocean);Puzznic (1990)(Ocean Software);0003947;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003947
tosec\Games\[TZX]\Pyjamarama v2 (1984)(Mikro-Gen).zip;/pub/sinclair/games/p/PyjamaramaV2.tzx.zip;Pyjamarama v2 (1984)(Mikro-Gen);Pyjamarama (1984)(Mikro-Gen);0003949;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003949
tosec\Games\[TZX]\Pyjamarama (1984)(Programmi Italiani)(it)[re-release].zip;/pub/sinclair/games/p/Pyjamarama(JacksonSoft).tzx.zip;Pyjamarama (1984)(Programmi Italiani);Pyjamarama (1984)(Jackson Soft);0003949;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0003949
tosec\Games\[TAP]\Pyramid Patients (1996)(Tiger's Claw).zip;/pub/sinclair/games/p/PyramidPatience.tap.zip;Pyramid Patients (1996)(Tiger's Claw);Pyramid Patience (1996)(Tiger's Claw);0003956;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003956
tosec\Games\[TZX]\Tiro al Blanco (1983)(Investronica)(es)[16K][aka Quackers].zip;/pub/sinclair/games/q/Quackers(TiroAlBlanco)(InvestronicaS.A.).tzx.zip;Tiro al Blanco (1983)(Investronica);Quackers (1983)(Investronica);0003964;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0003964
tosec\Games\[TAP]\Quack-Shot (1985)(Sparklers).zip;/pub/sinclair/games/q/Quackshot.tap.zip;Quack-Shot (1985)(Sparklers);Quackshot (1985)(Sparklers);0003965;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003965
tosec\Games\[TZX]\Quack-Shot (1985)(Sparklers).zip;/pub/sinclair/games/q/Quackshot.tzx.zip;Quack-Shot (1985)(Sparklers);Quackshot (1985)(Sparklers);0003965;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003965
tosec\Games\[TZX]\3D-Quadracube (1983)(Artic Computing)[16K].zip;/pub/sinclair/games/q/Quadracube3D.tzx.zip;3D-Quadracube (1983)(Artic Computing);3D Quadracube (1983)(Artic Computing);0003966;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003966
tosec\Games\[TAP]\3D-Quadracube (1983)(Forward Software)[16K][re-release].zip;/pub/sinclair/games/q/Quadracube3D.tap.zip;3D-Quadracube (1983)(Forward Software);3D Quadracube (1983)(Artic Computing);0003966;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003966
tosec\Games\[TAP]\Qubert (19xx)(Michael Rosenbohm)(de).zip;/pub/sinclair/games/q/Qubert.tap.zip;Qubert (19xx)(Michael Rosenbohm);Qubert (1984)(Homecomputer);0003974;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003974
tosec\Games\[Z80]\Quest for the Mindstone (1986)(The Edge Software).zip;/pub/sinclair/games/m/Mindstone.z80.zip;Quest for the Mindstone (1986)(The Edge Software);Mindstone (1986)(The Edge);0003975;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003975
tosec\Games\[TZX]\Quest for the Mindstone (1986)(The Edge Software).zip;/pub/sinclair/games/m/Mindstone.tzx.zip;Quest for the Mindstone (1986)(The Edge Software);Mindstone (1986)(The Edge);0003975;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003975
tosec\Games\[DSK]\A Question of Scruples (1987)(Leisure Genius).zip;/pub/sinclair/games/q/QuestionOfScruplesA.dsk.zip;A Question of Scruples (1987)(Leisure Genius);Question of Scruples, A (1987)(Leisure Genius);0003976;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0003976
