Wrong release chosen:
tosec_path;zxdb_path;wos_id;ZXDB TOSEC-compliant name
Sinclair ZX Spectrum\Games\[Z80]\Se-Kaa of Assiah (1984)(Mastervision)(Part 2 of 2).zip;;0006952;Se-Kaa of Assiah (1984)(Mastervision)(Part 2 of 2).z80
Sinclair ZX Spectrum\Games\[TZX]\Se-Kaa of Assiah (1984)(Mastervision)(Side A).zip;;0006952;Se-Kaa of Assiah (1984)(Mastervision)(Side A).tzx
Sinclair ZX Spectrum\Games\[TZX]\Se-Kaa of Assiah (1984)(Mastervision)(Side B).zip;;0006952;Se-Kaa of Assiah (1984)(Mastervision)(Side B).tzx
Sinclair ZX Spectrum\Games\[TAP]\Se-Kaa of Assiah (1984)(Mastervision).zip;/pub/sinclair/games/s/Se-KaaOfAssiah.tap.zip;0006952;Se-Kaa of Assiah (1984)(Mastervision).tap
Sinclair ZX Spectrum\Covertapes\[TAP]\Sexy Black Jack (1986)(Load 'n' Run)(it).zip;/pub/sinclair/games/s/SexyBlackJack.tap.zip;0004415;Sexy Black Jack (1986)(Load 'n' Run)(it).tap
Sinclair ZX Spectrum\Covertapes\[TZX]\Sexy Black Jack (1986)(Load 'n' Run)(it).zip;;0004415;Sexy Black Jack (1986)(Load 'n' Run)(it).tzx
Sinclair ZX Spectrum\Covertapes\[Z80]\Sexy Black Jack (1986)(Load 'n' Run)(it).zip;;0004415;Sexy Black Jack (1986)(Load 'n' Run)(it).z80
Sinclair ZX Spectrum\Games\[TZX]\Shadow Skimmer (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/s/ShadowSkimmer(ErbeSoftwareS.A.).tzx.zip;0004426;Shadow Skimmer (1987)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Shimmerkin (19xx)(Adventure Probe Software).zip;/pub/sinclair/games/s/Shimmerkin.z80.zip;0006970;Shimmerkin (19xx)(Christopher Hester).z80
Sinclair ZX Spectrum\Games\[TAP]\Shinobi (1989)(Virgin Games)[48-128K].zip;/pub/sinclair/games/s/Shinobi(MastertronicPlus).tap.zip;0004457;Shinobi (1989)(Mastertronic Plus)[48-128K].tap
Sinclair ZX Spectrum\Covertapes\[Z80]\Siete y Medio (1985)(Load 'n' Run)(es).zip;;0004497;Settemmezzo (1985)(Load 'n' Run)(es).z80
Sinclair ZX Spectrum\Games\[TAP]\Sigma 7 (1987)(Erbe Software)[128K][re-release].zip;/pub/sinclair/games/s/Sigma7(different)(IBSA).tap.zip;0004498;Sigma 7 (1987)(IBSA)(Side B)[128K][re-release].tap
Sinclair ZX Spectrum\Games\[TAP]\Sigma 7 (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/s/Sigma7(different)(IBSA).tap.zip;0004498;Sigma 7 (1987)(IBSA)(Side A)[48-128K][re-release].tap
Sinclair ZX Spectrum\Games\[TZX]\Skool Daze (1985)(Microsphere)[a].zip;/pub/sinclair/games/s/SkoolDaze.tzx.zip;0004549;Skool Daze (1984)(Microsphere).tzx
Sinclair ZX Spectrum\Games\[Z80]\Skool Daze (1985)(Microsphere)[a].zip;;0004549;Skool Daze (1984)(Microsphere).z80
Sinclair ZX Spectrum\Games\[TZX]\Skyfox (1985)(Ariolasoft UK)[a].zip;/pub/sinclair/games/s/Skyfox(DroSoft).tzx.zip;0004560;Skyfox (1985)(Dro Soft).tzx
Sinclair ZX Spectrum\Games\[TZX]\Sorcery (1984)(Virgin Games).zip;;0004650;Sorcery (1984)(Virgin Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Sorcery (1984)(Virgin Games).zip;;0004650;Sorcery (1984)(Virgin Games).z80
Sinclair ZX Spectrum\Games\[TAP]\Sorcery (1984)(Virgin Games)[a2].zip;;0004650;Sorcery (1984)(Virgin Games).tap
Sinclair ZX Spectrum\Games\[TZX]\Sorcery (1984)(Virgin Games)[a2].zip;;0004650;Sorcery (1984)(Virgin Games).tzx
Sinclair ZX Spectrum\Games\[TZX]\Sorcery (1984)(Virgin Games)[a3].zip;/pub/sinclair/games/s/Sorcery.tzx.zip;0004650;Sorcery (1984)(Virgin Games).tzx
Sinclair ZX Spectrum\Games\[TAP]\Sorcery (1984)(Virgin Games)[a].zip;;0004650;Sorcery (1984)(Virgin Games).tap
Sinclair ZX Spectrum\Games\[TZX]\Sorcery (1984)(Virgin Games)[a].zip;;0004650;Sorcery (1984)(Virgin Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Sorcery (1984)(Virgin Games)[b].zip;;0004650;Sorcery (1984)(Virgin Games)[b][b].z80
Sinclair ZX Spectrum\Games\[TZX]\Soul Hunter (1992)(The Guild)(Side A).zip;/pub/sinclair/games/s/SoulHunterThe(TheGuild).tzx.zip;0007012;Soul Hunter, The (1992)(The Guild)(Part 1 of 2)(Side A).tzx
Sinclair ZX Spectrum\Games\[TZX]\Soul Hunter (1992)(The Guild)(Side B).zip;/pub/sinclair/games/s/SoulHunterThe(TheGuild).tzx.zip;0007012;Soul Hunter, The (1992)(The Guild)(Part 2 of 2)(Side B).tzx
Sinclair ZX Spectrum\Games\[TZX]\Space Panic (1983)(Mikro-Gen)[16K].zip;;0004454;Panic (1983)(Mikro-Gen)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Space Panic (1983)(Mikro-Gen)[16K].zip;;0004454;Panic (1983)(Mikro-Gen)[16K].z80
Sinclair ZX Spectrum\Games\[TZX]\Space Panic (1983)(Mikro-Gen)[a2][16K].zip;;0004454;Panic (1983)(Mikro-Gen)[16K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Space Panic (1983)(Mikro-Gen)[a3][16K].zip;;0004454;Panic (1983)(Mikro-Gen)[16K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Space Panic (1983)(Mikro-Gen)[a4][16K].zip;/pub/sinclair/games/p/Panic_2.tzx.zip;0004454;Panic (1983)(Mikro-Gen)[16K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Space Panic (1983)(Mikro-Gen)[a][16K].zip;/pub/sinclair/games/p/Panic_2.tap.zip;0004454;Panic (1983)(Mikro-Gen)[16K].tap
Sinclair ZX Spectrum\Games\[TZX]\Space Panic (1983)(Mikro-Gen)[a][16K].zip;/pub/sinclair/games/p/Panic.tzx.zip;0004454;Panic (1983)(Mikro-Gen)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Space Panic (1983)(Mikro-Gen)[a][16K].zip;;0004454;Panic (1983)(Mikro-Gen)[16K].z80
Sinclair ZX Spectrum\Applications\[TAP]\Spectrum Musicmaker (1984)(Your Computer)[a].zip;/pub/sinclair/utils/SpectrumMusicmaker(unknown).tap.zip;0008752;Spectrum Musicmaker (1984)(Your Computer).tap
Sinclair ZX Spectrum\Games\[Z80]\Spectrum Scramble (1982)(Work Force)[16K].zip;;0012061;Spectrum Scramble (1982)(Work Force)[16K].z80
Sinclair ZX Spectrum\Games\[Z80]\Spectrum Scramble (1982)(Work Force)[a][16K].zip;;0012061;Spectrum Scramble (1982)(Work Force)[16K].z80
Sinclair ZX Spectrum\Games\[TZX]\Spy Hunter (1985)(Erbe Software)[a][re-release].zip;;0004784;Spy Hunter (1985)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Spy Hunter (1985)(Erbe Software)[re-release].zip;/pub/sinclair/games/s/SpyHunter(ErbeSoftwareS.A.).tzx.zip;0004784;Spy Hunter (1985)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Spyship SOS (1984)(Dynamic Software)[speech].zip;/pub/sinclair/games/s/SpyshipSOS.tzx.zip;0004792;Spyship SOS (1984)(Dynamic Software)[speech].tzx
Sinclair ZX Spectrum\Games\[TZX]\Stainless Steel (1986)(Erbe Software)[re-release].zip;/pub/sinclair/games/s/StainlessSteel(MediumCase)(ErbeSoftwareS.A.).tzx.zip;0004806;Stainless Steel (1986)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Star Trek - The Computer Program (1982)(R&R Software).zip;/pub/sinclair/games/s/StarTrek-TheComputerProgram.tap.zip;0004837;Star Trek - The Computer Program (1982)(R&R Software).tap
Sinclair ZX Spectrum\Games\[TZX]\Star Trek - The Computer Program (1982)(R&R Software).zip;;0004837;Star Trek - The Computer Program (1982)(R&R Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Star Trek - The Computer Program (1982)(R&R Software).zip;;0004837;Star Trek - The Computer Program (1982)(R&R Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Star Trek - The Computer Program (1982)(R&R Software)[a].zip;/pub/sinclair/games/s/StarTrek-TheComputerProgram.tzx.zip;0004837;Star Trek - The Computer Program (1982)(R&R Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Stormlord II - Deliverance (1990)(Erbe Software)[re-release].zip;/pub/sinclair/games/s/StormlordII-Deliverance(ErbeSoftwareS.A.).tzx.zip;0004925;Stormlord II - Deliverance (1990)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Super Sapiens (1989)(Proein Soft Line)(es).zip;/pub/sinclair/games/s/SuperSapiens(P.J.Software).tzx.zip;0005033;Super Sapiens (1989)(P.J. Software)(es).tzx
Sinclair ZX Spectrum\Games\[TZX]\Superman - The Game (1985)(Firebird Software)[a].zip;/pub/sinclair/games/s/Superman-TheGame(BeyondSoftware).tzx.zip;0005069;Superman - The Game (1985)(Beyond Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Survivor (1987)(Topo Soft).zip;/pub/sinclair/games/s/Survivor(USGoldLtd).z80.zip;0005081;Survivor (1987)(US Gold).z80
Sinclair ZX Spectrum\Games\[TZX]\Tarantula (1987)(Sparklers).zip;;0005146;Tarantula (1987)(Sparklers).tzx
Sinclair ZX Spectrum\Games\[Z80]\Tarantula (1987)(Sparklers).zip;;0005146;Tarantula (1987)(Sparklers).z80
Sinclair ZX Spectrum\Games\[TZX]\Tarantula (1987)(Sparklers)[a2].zip;;0005146;Tarantula (1987)(Sparklers).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tarantula (1987)(Sparklers)[a3].zip;/pub/sinclair/games/t/Tarantula(Sparklers).tzx.zip;0005146;Tarantula (1987)(Sparklers).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tarantula (1987)(Sparklers)[a].zip;;0005146;Tarantula (1987)(Sparklers).tzx
Sinclair ZX Spectrum\Games\[Z80]\Tarantula (1987)(Sparklers)[a].zip;;0005146;Tarantula (1987)(Sparklers).z80
Sinclair ZX Spectrum\Applications\[TAP]\Tasword 2 (1983)(Tasman Software)(de).zip;/pub/sinclair/utils/TaswordTwo(Profisoft1).tap.zip;0008856;Tasword Two (1983)(Profisoft)(de).tap
Sinclair ZX Spectrum\Games\[Z80]\Terramex (1988)(Grandslam Entertainments)[a][128K].zip;;0005195;Terramex (1987)(Grandslam Entertainments)[128K].z80
Sinclair ZX Spectrum\Games\[TAP]\Thanatos (1986)(Erbe Software)[re-release].zip;/pub/sinclair/games/t/Thanatos48_2.tap.zip;0005218;Thanatos (1986)(Durell Software)[48-128K][re-release].tap
Sinclair ZX Spectrum\Games\[TZX]\Thanatos (1986)(Erbe Software)[re-release].zip;/pub/sinclair/games/t/Thanatos(SmallCase)(ErbeSoftwareS.A.).tzx.zip;0005218;Thanatos (1986)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Through the Trap Door (1987)(Piranha).zip;/pub/sinclair/games/t/ThroughTheTrapDoor(AlternativeSoftwareLtd).tzx.zip;0005390;Through the Trap Door (1988)(Alternative Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Thunder Blade (1988)(Erbe Software)(Side A)[re-release].zip;/pub/sinclair/games/t/ThunderBlade(Musical1S.A.).tzx.zip;0005249;Thunder Blade (1991)(Musical 1)(Side A)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Thunder Blade (1988)(Erbe Software)(Side B)[re-release].zip;/pub/sinclair/games/t/ThunderBlade(Musical1S.A.).tzx.zip;0005249;Thunder Blade (1991)(Musical 1)(Side B)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Time Machine (1990)(MCM Software)[re-release][Small Cardboard Case].zip;/pub/sinclair/games/t/TimeMachine(SmallCardboardCase)(MCMSoftwareS.A.).tzx.zip;0005277;Time Machine (1990)(MCM Software)[re-release][Small Cardboard Case].tzx
Sinclair ZX Spectrum\Games\[TZX]\Time Quest (1985)(Double Play Adventures).zip;/zxdb/sinclair/entries/0007108/TimeQuest.tzx.zip;0007108;Time Quest (1984)(Peter L. Robinson).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tobor (1982)(Elfin Software).zip;/pub/sinclair/games/t/Tobor.tzx.zip;0005307;Tobor (1983)(Elfin Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tobor (1982)(Elfin Software)[a].zip;;0005307;Tobor (1983)(Elfin Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tom & Jerry (1989)(Magic Bytes).zip;;0005314;Tom & Jerry 2 (1989)(Magic Bytes).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tom & Jerry (1989)(Magic Bytes)[a2].zip;/pub/sinclair/games/t/TomJerry2.tzx.zip;0005314;Tom & Jerry 2 (1989)(Magic Bytes).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tom & Jerry (1989)(Magic Bytes)[a].zip;;0005314;Tom & Jerry 2 (1989)(Magic Bytes).tzx
Sinclair ZX Spectrum\Games\[Z80]\Tom & Jerry (1989)(Magic Bytes)[cr Starfire Hackers Group][128K].zip;;0005314;Tom & Jerry 2 (1989)(Magic Bytes)[128K][cr Starfire Hackers Group][cr Starfire Hackers Group].z80
Sinclair ZX Spectrum\Games\[TZX]\Top Gun (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/t/TopGun(ErbeSoftwareS.A.).tzx.zip;0005332;Top Gun (1987)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Covertapes\[Z80]\Top Secret (1986)(Load 'n' Run)(es).zip;;0005335;Top Secret (19xx)(Load 'n' Run)(es).z80
Sinclair ZX Spectrum\Games\[TZX]\Tube Train Terror (1983)(JRS Software).zip;/pub/sinclair/games/t/TubeTrainTerror.tzx.zip;0005445;Tube Train Terror (1983)(JRS Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Tube Train Terror (1983)(JRS Software)[a].zip;/pub/sinclair/games/t/TubeTrainTerror(different).tzx.zip;0005445;Tube Train Terror (1983)(JRS Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Turrican (1990)(Erbe Software)[re-release].zip;/pub/sinclair/games/t/Turrican(SmallCase)(ErbeSoftwareS.A.).tzx.zip;0005472;Turrican (1990)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Typhoon (1988)(Erbe Software)(Side A)[a][128K][re-release].zip;/pub/sinclair/games/t/Typhoon(IBSA).tzx.zip;0005493;Typhoon (1988)(IBSA)(Side A)[128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Typhoon (1988)(Erbe Software)(Side B)[a][re-release].zip;/pub/sinclair/games/t/Typhoon(IBSA).tzx.zip;0005493;Typhoon (1988)(IBSA)(Side B)[re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Uchi Mata (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/u/UchiMata(IBSA).tap.zip;0005497;Uchi Mata (1988)(IBSA)[re-release].tap
Sinclair ZX Spectrum\Games\[Z80]\Valhalla (1983)(Legend)(es)[a].zip;/pub/sinclair/games/v/Valhalla(unknown).z80.zip;0007152;Valhalla (1984)(Legend)(es).z80
Sinclair ZX Spectrum\Games\[TAP]\Valley, The (1982)(ASP Software).zip;/pub/sinclair/games/v/ValleyThe.tap.zip;0005535;Valley, The (1982)(ASP Software).tap
Sinclair ZX Spectrum\Games\[TZX]\Valley, The (1982)(ASP Software).zip;/pub/sinclair/games/v/ValleyThe.tzx.zip;0005535;Valley, The (1982)(ASP Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Valley, The (1982)(ASP Software).zip;;0005535;Valley, The (1982)(ASP Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Vectron (1985)(Firebird Software).zip;;0005548;Vectron (1985)(Firebird Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Vectron (1985)(Firebird Software)[a].zip;/pub/sinclair/games/v/Vectron(FirebirdSoftwareLtd).tzx.zip;0005548;Vectron (1985)(Firebird Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Vectron (1985)(Firebird Software)[a].zip;;0005548;Vectron (1985)(Firebird Software).z80
Sinclair ZX Spectrum\Games\[TAP]\Venture (1982)(ZX-Guaranteed).zip;/pub/sinclair/games/v/Venture.tap.zip;0012212;Venture (1982)(ZX-Guaranteed)[16K].tap
Sinclair ZX Spectrum\Games\[TZX]\Venture (1982)(ZX-Guaranteed).zip;/pub/sinclair/compilations/Venture.tzx.zip;0012212;Venture (1982)(ZX-Guaranteed).tzx
Sinclair ZX Spectrum\Games\[TZX]\Venture (1982)(ZX-Guaranteed)[16K].zip;/pub/sinclair/compilations/Venture.tzx.zip;0012212;Venture (1982)(ZX-Guaranteed)[16K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Vindicator, The (1988)(Imagine Software)[a][128K][SpeedLock 7].zip;/pub/sinclair/games/v/VindicatorThe(TheHitSquad).tzx.zip;0005577;Vindicator, The (1990)(The Hit Squad)[128K][SpeedLock 7].tzx
Sinclair ZX Spectrum\Games\[TZX]\Vindicator, The (1988)(Imagine Software)[a][SpeedLock 7].zip;/pub/sinclair/games/v/VindicatorThe(TheHitSquad).tzx.zip;0005577;Vindicator, The (1990)(The Hit Squad)[SpeedLock 7].tzx
Sinclair ZX Spectrum\Games\[TZX]\Vixen (1988)(Erbe Software)(Side A)[a][48-128K][re-release].zip;/pub/sinclair/games/v/Vixen(IBSA).tzx.zip;0005589;Vixen (1988)(IBSA)(Side A)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Vixen (1988)(Erbe Software)(Side B)[a][48-128K][re-release].zip;/pub/sinclair/games/v/Vixen(IBSA).tzx.zip;0005589;Vixen (1988)(IBSA)(Side B)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Wally Kong (1984)(Walltone Software)[128K].zip;/pub/sinclair/games/w/WallyKong(Calisto).z80.zip;0005614;Wally Kong (1984)(Calisto)[128K].z80
Sinclair ZX Spectrum\Games\[TZX]\Welltris (1991)(Erbe Software)[re-release].zip;;0005659;Welltris (1991)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Wheelie (1983)(Microsphere)[a4].zip;/pub/sinclair/games/w/Wheelie(AlternativeSoftwareLtd).tzx.zip;0005670;Wheelie (1988)(Alternative Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Wreckage (1984)(Ventamatic)(es)[16K].zip;/pub/sinclair/games/w/Wreckage.tzx.zip;0005759;Wreckage (1983)(Ventamatic)(es)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Wreckage (1984)(Ventamatic)(es)[16K].zip;;0005759;Wreckage (1983)(Ventamatic)(es)[16K].z80
Sinclair ZX Spectrum\Games\[TZX]\Wreckage (1984)(Ventamatic)(es)[a][16K].zip;;0005759;Wreckage (1983)(Ventamatic)(es)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Wreckage (1984)(Ventamatic)(es)[a][16K].zip;;0005759;Wreckage (1983)(Ventamatic)(es)[16K].z80
Sinclair ZX Spectrum\Games\[TZX]\X-Out (1990)(Rainbow Arts)(Side A)[a][48-128K].zip;/pub/sinclair/games/x/X-Out.tzx.zip;0005804;X-Out (1990)(Rainbow Arts)(Side A)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\X-Out (1990)(Rainbow Arts)(Side B)[a][48-128K].zip;/pub/sinclair/games/x/X-Out.tzx.zip;0005804;X-Out (1990)(Rainbow Arts)(Side B)[48-128K].tzx
Sinclair ZX Spectrum\Games\[DSK]\X-Out (1990)(Rainbow Arts).zip;/pub/sinclair/games/x/X-Out.dsk.zip;0005804;X-Out (1990)(Rainbow Arts)[48-128K].dsk
Sinclair ZX Spectrum\Games\[DSK]\X-Out (1990)(Rainbow Arts).zip;/pub/sinclair/games/x/X-Out.dsk.zip;0005804;X-Out (1990)(Rainbow Arts)[48-128K].dsk
Sinclair ZX Spectrum\Games\[TZX]\X-Out (1990)(Rainbow Arts)[48-128K].zip;;0005804;X-Out (1990)(Rainbow Arts)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\X-Out (1990)(Rainbow Arts)[t][48-128K].zip;/pub/sinclair/games/x/X-Out.tap.zip;0005804;X-Out (1990)(Rainbow Arts)[48-128K][t].tap
Sinclair ZX Spectrum\Games\[TZX]\X-Out (1990)(Rainbow Arts)[t][48-128K].zip;;0005804;X-Out (1990)(Rainbow Arts)[48-128K][t][t].tzx
Sinclair ZX Spectrum\Games\[TZX]\Xybots (1989)(Domark)[48-128K].zip;/pub/sinclair/games/x/Xybots(TheHitSquad).tzx.zip;0005806;Xybots (1991)(The Hit Squad)[48-128K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Z-Man (1983)(DJL Software).zip;;0005858;Z-Man (1983)(DJL Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Z-Man (1983)(DJL Software)[a].zip;;0005858;Z-Man (1983)(DJL Software).tzx
Sinclair ZX Spectrum\Applications\[TZX]\ZX Spectrum+ User Guide Companion Cassette (1984)(Sinclair Research)(de)(Side A).zip;/pub/sinclair/compilations/ZXSpectrum+UserGuideCompanionCassette(Goldstar).tzx.zip;0009292;ZX Spectrum+ User Guide Companion Cassette (1984)(Goldstar)(de)(Side A).tzx
Sinclair ZX Spectrum\Applications\[TZX]\ZX Spectrum+ User Guide Companion Cassette (1984)(Sinclair Research)(de)(Side B).zip;/pub/sinclair/compilations/ZXSpectrum+UserGuideCompanionCassette(Goldstar).tzx.zip;0009292;ZX Spectrum+ User Guide Companion Cassette (1984)(Goldstar)(de)(Side B).tzx
Sinclair ZX Spectrum\Applications\[TAP]\ZX Spectrum+ User Guide Companion Cassette (1984)(Sinclair Research)(es).zip;/pub/sinclair/compilations/ZXSpectrum+UserGuideCompanionCassette(ZXSpectrum+GuiaDeFuncionamiento)(InvestronicaS.A.).tap.zip;0009292;ZX Spectrum+ Guia de Funcionamiento (1985)(Investronica)(es).tap
Sinclair ZX Spectrum\Compilations\Games\[TZX]\Rana, La + Z-Man (1984)(Ventamatic)(es)[a][16K].zip;/pub/sinclair/compilations/Comecocos+Froggy(incl.Froggy).tzx.zip;0013164;Comecocos + Froggy (1983)(Indescomp)(es)[16K].tzx
Sinclair ZX Spectrum\Compilations\Games\[TZX]\Sinclair Action Pack - Lightgun Games - Missile Ground Zero + Solar Invasion + Operation Wolf (1989)(Sinclair Research)(+2a)[lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames_2.tzx.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side A)[48-128K][+2a][lightgun].tzx
Sinclair ZX Spectrum\Compilations\Games\[DSK]\Sinclair Action Pack - Lightgun Games - Missile Ground Zero + Solar Invasion + Operation Wolf (1989)(Sinclair Research)[a][lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames.dsk.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side A)[48-128K][lightgun].dsk
Sinclair ZX Spectrum\Compilations\Games\[DSK]\Sinclair Action Pack - Lightgun Games - Missile Ground Zero + Solar Invasion + Operation Wolf (1989)(Sinclair Research)[a][lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames.dsk.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side A)[48-128K][lightgun].dsk
Sinclair ZX Spectrum\Compilations\Games\[TZX]\Sinclair Action Pack - Lightgun Games - Rookie + Robot Attack + Bullseye (1989)(Sinclair Research)(+2a)[lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames_2.tzx.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side B)[+2a][lightgun].tzx
Sinclair ZX Spectrum\Compilations\Games\[DSK]\Sinclair Action Pack - Lightgun Games - Rookie + Robot Attack + Bullseye (1989)(Sinclair Research)[a][lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames.dsk.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side B)[lightgun].dsk
Sinclair ZX Spectrum\Compilations\Games\[DSK]\Sinclair Action Pack - Lightgun Games - Rookie + Robot Attack + Bullseye (1989)(Sinclair Research)[a][lightgun].zip;/pub/sinclair/compilations/SinclairActionPack-LightgunGames.dsk.zip;0011353;Sinclair Action Pack - Lightgun Games (1989)(Virgin Mastertronic)(Side B)[lightgun].dsk
Presumably wrong game chosen:
tosec_path;zxdb_path;wos_id;ZXDB TOSEC-compliant name
